2020-01-19 14:57:02	Start
5.961	9.643845	0.045490	4.410120	10.604478	10.025	-1.451	4.383	11.078
5.981	10.958261	-2.200271	4.582502	12.079901	10.317	-1.496	4.430	11.368
6.000	11.662156	-2.274492	5.044583	12.908409	10.598	-1.437	4.518	11.643
6.021	11.820174	-1.625663	4.869806	12.886982	11.021	-1.514	4.727	12.120
6.041	12.454638	-1.872266	5.197812	13.625000	11.724	-1.993	4.924	12.875
6.061	10.235212	-1.802834	5.585672	11.798708	11.543	-1.894	5.174	12.805
6.080	9.598354	-2.688689	5.135562	11.213004	11.027	-1.997	5.197	12.381
6.101	10.788273	-2.619257	3.969586	11.790036	10.769	-2.246	4.972	12.107
6.121	11.295844	-2.695871	3.945644	12.265070	10.479	-2.452	4.659	11.767
6.140	10.062830	-2.765303	4.259285	11.271599	10.436	-2.692	4.328	11.635
6.161	10.465055	-1.951274	4.510676	11.561620	10.653	-2.508	4.171	11.722
6.181	10.596737	-2.152387	4.759673	11.814317	10.605	-2.391	4.369	11.728
6.205	9.742006	-2.928109	4.046201	10.947705	10.217	-2.449	4.394	11.399
6.220	9.466674	-3.383007	3.497929	10.644161	10.068	-2.604	4.204	11.242
6.241	8.243237	-3.569755	3.059790	9.489806	9.512	-3.008	3.841	10.724
6.260	8.401254	-2.712631	3.993528	9.689566	8.963	-3.148	3.649	10.193
6.281	9.832987	-2.434903	4.434062	11.057906	8.986	-3.025	3.746	10.220
6.302	11.295844	-2.255338	3.107674	11.930645	9.443	-2.743	3.649	10.542
6.320	8.520964	-3.919308	3.478775	10.003483	9.513	-2.831	3.754	10.670
6.341	8.164227	-4.268862	3.950433	10.024156	9.454	-3.220	3.743	10.754
6.360	9.555259	-4.273650	3.524265	11.044795	9.384	-3.679	3.515	10.751
6.381	7.982268	-4.505888	3.545813	9.828144	8.556	-4.242	3.625	10.225
6.400	6.701371	-5.351041	3.282450	9.182401	8.101	-4.600	3.576	10.020
6.421	7.371747	-5.600038	3.497929	9.896392	7.903	-4.933	3.463	9.988
6.441	7.800309	-5.820304	2.904167	10.156522	7.464	-5.319	3.308	9.766
6.462	6.971915	-6.071695	2.992752	9.717492	7.211	-5.711	3.169	9.738
6.482	6.406884	-5.772420	3.294421	9.231588	7.138	-5.816	3.172	9.750
6.506	7.314286	-6.584054	2.928109	10.267540	7.123	-6.062	3.030	9.843
6.531	8.200141	-7.841011	2.533065	11.624980	7.223	-6.567	2.937	10.210
6.542	7.898471	-8.216900	2.231396	11.613889	7.455	-7.104	2.747	10.684
6.562	6.663064	-6.481104	2.360683	9.590305	7.519	-7.281	2.513	10.774
6.582	6.071695	-6.169858	2.947262	9.144342	7.208	-7.177	2.518	10.493
6.610	6.030994	-7.331046	2.463634	9.807477	6.666	-7.050	2.501	10.039
6.622	6.045359	-8.022970	0.893037	10.085233	6.203	-7.001	2.166	9.657
6.642	6.586449	-7.520187	1.551443	10.116398	6.184	-7.261	1.964	9.788
6.663	7.271191	-6.210559	2.834735	9.973815	6.483	-7.271	1.936	9.996
6.682	7.134721	-6.658275	2.813187	10.156323	6.759	-7.103	2.023	10.083
6.702	6.495469	-7.793127	2.403779	10.426030	6.872	-7.046	2.401	10.168
6.722	6.071695	-8.961497	0.758962	10.851265	6.743	-7.406	2.203	10.352
6.743	5.865794	-9.550470	-0.208296	11.209925	6.392	-8.241	1.442	10.661
6.761	5.183447	-8.813056	-0.912191	10.264997	5.904	-8.780	0.511	10.688
6.782	3.145981	-8.233660	-1.055843	8.877227	5.067	-8.890	-0.354	10.301
6.801	3.251326	-6.675035	-0.797269	7.467452	4.362	-8.318	-0.743	9.455
6.826	2.949656	-4.285621	0.287304	5.210525	3.633	-7.002	-0.620	7.955
6.842	1.276109	-3.282450	1.675941	3.900220	2.656	-5.619	0.028	6.364
6.862	1.165976	-2.542642	3.663129	4.609017	2.161	-4.196	1.207	5.297
6.881	1.788469	-2.679112	4.261679	5.342113	1.795	-3.197	2.472	4.765
6.901	2.841918	-7.153875	2.018312	7.957889	1.768	-3.915	2.905	5.452
6.925	5.030218	-9.806650	0.153229	11.022566	2.707	-5.546	2.524	7.233
6.942	5.403713	-11.166556	-0.335188	12.409853	3.766	-7.702	1.525	9.183
6.962	3.976769	-10.184934	0.418985	10.941806	4.313	-9.578	0.564	10.583
6.982	3.055001	-9.612720	1.146823	10.151483	4.366	-10.193	0.346	11.131
7.001	4.129998	-9.679757	1.096544	10.580973	4.141	-10.161	0.582	11.021
7.022	5.006276	-10.046070	0.854730	11.256859	4.042	-9.881	0.879	10.733
7.041	6.167464	-10.307038	0.399832	12.018008	4.590	-9.911	0.874	11.002
7.061	3.900155	-8.916007	0.744597	9.760164	4.801	-9.737	0.774	10.904
7.081	2.892196	-8.310274	0.634463	8.822017	4.492	-9.395	0.658	10.464
7.102	2.726996	-8.432379	0.344765	8.869069	3.922	-8.991	0.531	9.867
7.121	3.153164	-9.188946	0.189142	9.716735	3.168	-8.712	0.478	9.292
7.143	4.024653	-9.813833	-0.124498	10.607764	3.199	-8.936	0.261	9.504
7.166	4.625597	-9.605537	0.004788	10.661263	3.633	-9.260	0.104	9.964
7.182	4.216189	-9.117120	0.363919	10.051396	4.005	-9.431	0.108	10.259
7.202	3.258508	-9.131485	0.416591	9.704403	4.031	-9.417	0.165	10.256
7.224	2.624045	-9.267955	0.450110	9.642780	3.681	-9.281	0.309	10.015
7.245	2.604892	-9.619903	-0.004788	9.966344	3.176	-9.284	0.306	9.841
7.261	2.815581	-9.567230	-0.191536	9.974772	2.826	-9.397	0.168	9.822
7.281	3.313575	-9.236830	0.244209	9.816234	2.840	-9.423	0.124	9.850
7.302	3.095703	-9.442732	0.397437	9.945176	2.957	-9.467	0.111	9.926
7.331	3.507505	-9.964667	0.172383	10.565364	3.183	-9.553	0.156	10.075
7.343	3.373430	-9.943120	-0.361524	10.506016	3.323	-9.647	0.113	10.208
7.363	3.203442	-9.646238	0.330400	10.169617	3.295	-9.749	0.135	10.297
7.383	3.330335	-8.774749	0.677559	9.409911	3.354	-9.582	0.205	10.163
7.403	3.485958	-8.652645	0.215478	9.330949	3.348	-9.254	0.215	9.854
7.422	3.672705	-9.100361	-0.071826	9.813791	3.423	-9.043	0.288	9.681
7.442	3.263297	-9.481039	-0.174777	10.028447	3.438	-9.002	0.162	9.646
7.463	3.205836	-9.493010	0.019154	10.019730	3.407	-9.182	-0.003	9.798
7.484	3.248932	-9.287108	0.191536	9.840865	3.348	-9.340	-0.009	9.926
7.504	3.280056	-9.162610	0.232238	9.734789	3.250	-9.356	0.067	9.906
7.524	3.311181	-9.495404	-0.134075	10.057067	3.262	-9.360	0.077	9.913
7.550	3.270479	-9.701305	-0.342371	10.243465	3.278	-9.412	-0.013	9.969
7.565	2.971204	-9.641450	-0.083797	10.089234	3.208	-9.500	-0.082	10.031
7.586	3.059790	-9.320627	0.186748	9.811793	3.153	-9.540	-0.093	10.050
7.605	3.179500	-9.308656	0.043096	9.836775	3.120	-9.493	-0.049	9.995
7.630	2.944868	-9.437943	-0.179565	9.888340	3.039	-9.427	-0.008	9.907
7.653	2.645593	-9.732430	-0.368707	10.092338	2.957	-9.450	-0.080	9.907
7.665	2.741361	-10.194510	0.351948	10.562527	2.878	-9.668	-0.038	10.095
7.685	2.918532	-9.662998	0.588974	10.111294	2.813	-9.757	0.098	10.164
7.707	2.964022	-9.220071	0.215478	9.687185	2.817	-9.702	0.197	10.113
7.727	3.134010	-9.306262	0.131681	9.820686	2.939	-9.596	0.322	10.045
7.746	3.320758	-9.282320	0.100556	9.858956	3.084	-9.368	0.259	9.870
7.766	3.392584	-9.318233	0.055067	9.916760	3.203	-9.282	0.126	9.821
7.787	3.335123	-9.196129	0.244209	9.785268	3.296	-9.276	0.133	9.845
7.808	3.684676	-8.760384	0.177171	9.505396	3.433	-9.139	0.144	9.767
7.825	3.138798	-9.581595	0.349553	10.088667	3.388	-9.214	0.206	9.824
7.845	2.961627	-9.543288	0.407014	10.000562	3.280	-9.270	0.294	9.845
7.866	2.736573	-9.852140	0.727837	10.251012	3.130	-9.434	0.415	9.961
7.887	3.430891	-9.303867	0.835576	9.951440	3.067	-9.570	0.580	10.073
7.910	3.483563	-8.109161	1.857901	9.019175	3.153	-9.202	0.957	9.806
7.927	3.653552	-7.034164	1.546654	8.075893	3.326	-8.575	1.242	9.324
7.947	3.988740	-6.687006	2.477999	8.171081	3.639	-7.784	1.680	8.804
7.967	5.049371	-6.347029	2.161964	8.393748	4.044	-7.044	2.011	8.415
7.987	6.007052	-6.974309	0.787692	9.238297	4.675	-6.761	1.744	8.470
8.007	5.805939	-6.442797	2.600103	9.054231	5.213	-6.613	2.007	8.714
8.030	5.178658	-5.559336	0.184354	7.599915	5.510	-6.331	1.434	8.572
8.051	3.122039	-6.014235	1.972822	7.057632	5.028	-6.248	1.386	8.238
8.069	4.917690	-4.493917	0.086191	6.662311	4.756	-5.628	1.211	7.594
8.088	5.066131	-5.631162	-1.541866	7.730008	4.571	-5.425	0.175	7.262
8.109	5.973533	-7.192182	2.549825	9.690830	4.770	-5.833	0.767	7.785
8.128	5.925649	-8.063671	3.507505	10.603712	5.471	-6.345	1.150	8.672
8.147	5.477933	-7.910442	2.808398	10.023470	5.611	-7.199	1.831	9.512
8.167	4.747702	-5.307945	3.071761	7.755686	5.531	-7.119	2.984	9.518
8.187	4.548983	-4.594473	3.260903	7.241265	5.175	-6.469	3.162	8.906
8.210	5.963956	-6.076484	3.356671	9.152031	5.185	-5.972	3.124	8.543
8.228	10.563218	-8.034941	1.745373	13.386119	6.456	-6.003	2.859	9.384
8.247	11.231200	-7.424419	1.886631	13.594898	8.077	-6.533	2.562	10.844
8.275	7.307104	-5.846641	2.501941	9.686933	8.766	-6.846	2.373	11.455
8.289	7.505822	-4.762067	2.523489	9.240273	9.152	-6.517	2.164	11.477
8.313	8.374918	-4.400543	1.881842	9.646002	8.605	-5.608	2.198	10.542
8.328	8.781932	-4.898537	2.190695	10.291605	7.992	-4.977	2.274	9.716
8.351	8.631097	-3.732560	3.191471	9.930424	8.323	-4.448	2.447	9.777
8.368	7.560889	-2.142811	4.572925	9.092322	8.337	-3.794	2.959	9.740
8.388	8.180987	-1.953669	3.562572	9.134401	8.289	-3.182	3.379	9.612
8.408	9.112331	-4.558560	3.725378	10.848663	8.371	-3.097	3.763	9.751
8.430	8.947132	-3.835511	5.300763	11.084241	8.450	-3.123	4.290	10.040
8.448	8.149862	-1.659182	5.109226	9.761011	8.598	-3.002	4.424	10.207
8.468	7.635109	-2.827552	3.933673	9.042330	8.461	-3.220	4.517	10.184
8.487	9.035717	-3.308787	2.952051	10.065131	8.442	-2.908	4.324	9.988
8.507	10.661380	-3.076549	3.361459	11.594377	8.871	-2.718	3.839	10.116
8.527	9.509769	-2.190695	4.965574	10.949511	9.210	-2.851	3.803	10.413
8.547	8.157045	-1.812411	4.994305	9.734747	9.341	-2.597	4.068	10.586
8.567	8.734048	-2.707842	4.158728	10.045448	9.266	-2.447	4.370	10.581
8.588	10.103531	-2.152387	4.412514	11.233182	9.126	-2.216	4.633	10.491
8.607	11.180922	-0.756568	4.651934	12.133668	9.544	-1.857	4.554	10.787
8.627	8.985439	-1.833959	5.779603	10.839988	9.751	-1.863	4.751	11.063
8.648	9.186552	-2.683900	4.898537	10.751359	9.864	-1.857	4.936	11.240
8.671	9.272743	-2.422932	5.037400	10.827270	9.656	-1.924	5.092	11.138
8.689	10.259154	-1.661576	4.134786	11.185148	9.426	-2.151	4.963	10.901
8.714	10.577583	-1.254562	4.311957	11.491395	9.824	-2.006	4.596	11.064
8.728	10.386047	-0.318429	4.259285	11.229999	10.124	-1.414	4.436	11.183
8.750	10.218452	-0.047884	4.702212	11.248550	10.360	-0.821	4.352	11.289
8.768	10.783484	-0.043096	4.422091	11.655053	10.491	-0.416	4.424	11.406
8.787	10.247183	0.134075	4.496311	11.191047	10.409	-0.069	4.470	11.331
8.807	9.983821	-0.229843	4.929661	11.136924	10.308	-0.047	4.638	11.308
8.828	12.081141	-0.517148	4.371812	12.858233	10.774	-0.164	4.555	11.710
8.847	11.561600	-0.878672	4.271256	12.356629	10.968	-0.373	4.517	11.886
8.867	10.857705	-0.531513	5.216966	12.057736	11.121	-0.539	4.697	12.102
8.887	10.544065	-1.328782	5.252879	11.854775	11.261	-0.814	4.778	12.282
8.907	10.977415	-1.599327	4.958392	12.151013	10.985	-1.085	4.925	12.105
8.931	11.293449	-1.106121	4.350265	12.152790	10.918	-1.141	4.945	12.054
8.948	10.505757	-1.972822	4.963180	11.785420	10.830	-1.502	4.881	11.986
8.967	9.318233	-1.685518	4.991910	10.704654	10.524	-1.591	4.816	11.698
8.987	8.810662	-1.831564	4.776433	10.188067	9.982	-1.649	4.770	11.208
9.008	8.947132	-2.868254	5.054160	10.668766	9.395	-2.090	4.946	10.837
9.027	10.295067	-3.203442	4.572925	11.711622	9.343	-2.397	4.849	10.818
9.047	10.259154	-2.193089	4.072537	11.253686	9.578	-2.524	4.619	10.956
9.071	10.548853	-2.056619	3.239355	11.225035	10.013	-2.580	4.235	11.215
9.088	9.811439	-2.118869	3.612850	10.668018	10.229	-2.393	3.874	11.215
9.108	9.095572	-3.550601	3.105280	10.245924	9.929	-2.480	3.508	10.848
9.128	8.293514	-5.896919	3.057395	10.625615	9.437	-3.406	3.254	10.691
9.155	8.925584	-5.027823	3.043030	10.686678	9.032	-4.149	3.205	10.557
9.168	9.952697	-2.710236	2.995146	10.741157	9.067	-4.296	3.050	10.575
9.188	9.181764	-0.713472	2.454057	9.530804	9.088	-3.587	2.887	10.396
9.207	6.924031	-3.440468	2.875436	8.249070	8.746	-2.973	2.842	9.802
9.229	6.009446	-4.888960	2.880225	8.265051	8.017	-2.938	2.801	9.197
9.249	6.998251	-6.016629	2.334347	9.519691	7.278	-3.765	2.636	8.891
9.267	9.358934	-5.714960	1.374272	11.051653	7.323	-5.015	2.366	9.271
9.287	9.145850	-6.210559	1.865083	11.211430	7.878	-5.708	2.113	10.012
9.308	8.655039	-5.999869	1.539472	10.643218	8.540	-5.985	1.778	10.607
9.331	6.833052	-6.124368	1.843535	9.359332	8.498	-6.012	1.656	10.566
9.348	5.243302	-6.916849	1.687912	8.842175	7.469	-6.313	1.734	10.014
9.369	5.523423	-6.986280	1.805228	9.087088	6.564	-6.507	1.719	9.483
9.388	6.023811	-6.907272	0.995988	9.218931	5.906	-6.734	1.583	9.127
9.409	6.157887	-7.192182	0.703895	9.494341	5.737	-7.001	1.298	9.161
9.428	5.456386	-7.819463	1.515530	9.654686	5.790	-7.226	1.255	9.364
9.450	3.433285	-8.269572	1.434127	9.068075	5.268	-7.547	1.162	9.359
9.473	3.122039	-8.085219	0.723049	8.697166	4.542	-7.842	1.094	9.229
9.490	4.237737	-7.115568	0.112527	8.282656	4.062	-7.822	0.946	8.926
9.509	3.895366	-6.526594	1.568202	7.760771	3.672	-7.499	0.959	8.452
9.529	4.074931	-5.975927	1.113304	7.318211	3.833	-6.926	0.879	8.015
9.550	4.307169	-5.528212	1.235408	7.116113	4.129	-6.287	1.007	7.619
9.572	3.881001	-5.396531	1.323994	6.777734	4.040	-5.857	1.310	7.243
9.589	4.019865	-5.585672	1.508347	7.045151	4.071	-5.622	1.295	7.064
9.610	3.529053	-6.454768	1.158794	7.447217	3.934	-5.741	1.307	7.097
9.631	2.894590	-7.996634	0.940921	8.556292	3.581	-6.358	1.233	7.457
9.649	2.628834	-9.169792	1.144428	9.607579	3.268	-7.302	1.188	8.164
9.670	2.887407	-9.734824	1.223437	10.227449	2.985	-8.339	1.117	8.960
9.690	3.059790	-9.821015	1.034295	10.338492	2.868	-9.181	1.086	9.682
9.717	2.662352	-10.575189	1.060631	10.956627	2.810	-9.825	1.116	10.283
9.738	1.508347	-11.271901	0.878672	11.406267	2.529	-10.351	1.049	10.732
9.752	1.623269	-10.268731	0.847547	10.430732	2.213	-10.484	0.955	10.783
9.770	3.119645	-9.095572	0.342371	9.621790	2.228	-10.303	0.782	10.604
9.789	3.969586	-8.422802	0.129287	9.312246	2.555	-9.765	0.549	10.193
9.811	3.907337	-9.198523	0.694318	10.018092	3.155	-9.246	0.503	9.846
9.829	3.737349	-9.581595	0.703895	10.308744	3.683	-9.075	0.467	9.815
9.850	4.050989	-9.677363	1.235408	10.563527	3.916	-9.220	0.691	10.051
9.876	3.375824	-9.425972	1.134852	10.076359	3.768	-9.471	0.942	10.242
9.890	2.432509	-9.294291	0.588974	9.625374	3.399	-9.495	0.916	10.144
9.911	2.331953	-9.512163	0.701501	9.818928	3.048	-9.477	0.915	10.021
9.929	2.238579	-9.892841	0.866701	10.179917	2.595	-9.531	0.823	9.925
9.949	1.687912	-10.007763	0.919373	10.190663	2.173	-9.677	0.769	9.954
9.969	2.873042	-9.732430	0.675165	10.170074	2.283	-9.786	0.791	10.090
9.989	3.189077	-9.682152	0.234632	10.196535	2.497	-9.829	0.674	10.184
10.010	1.987187	-10.046070	1.060631	10.295503	2.434	-9.867	0.722	10.213
10.034	2.068590	-9.809045	0.761356	10.053661	2.529	-9.817	0.683	10.179
10.052	3.744531	-9.191340	0.098162	9.925315	2.747	-9.682	0.539	10.118
10.072	3.198653	-9.423578	0.481235	9.963273	2.750	-9.618	0.600	10.059
10.091	1.898602	-9.660604	0.794875	9.877438	2.728	-9.521	0.534	9.955
10.109	2.157176	-9.624691	0.517148	9.877020	2.750	-9.475	0.473	9.911
10.129	2.952051	-9.402030	0.062249	9.854778	2.552	-9.528	0.464	9.893
10.149	2.504335	-9.457097	0.167594	9.784501	2.378	-9.536	0.385	9.848
10.169	2.276886	-9.557653	0.711078	9.850816	2.473	-9.510	0.365	9.842
10.190	2.521094	-9.653421	0.814029	10.010350	2.564	-9.518	0.439	9.875
10.210	2.992752	-9.368511	0.598550	9.853113	2.574	-9.509	0.573	9.875
10.229	2.767697	-9.476251	0.433351	9.881663	2.640	-9.514	0.639	9.899
10.249	2.545036	-9.794679	0.397437	10.127729	2.707	-9.573	0.561	9.968
10.271	3.081338	-9.902418	0.368707	10.377306	2.847	-9.635	0.450	10.060
10.295	3.031059	-9.504981	0.354342	9.982862	2.856	-9.670	0.388	10.092
10.310	2.956839	-9.493010	0.579397	9.959710	2.904	-9.674	0.425	10.112
10.331	3.066972	-9.732430	0.624887	10.223355	3.034	-9.658	0.482	10.136
10.351	3.122039	-9.583989	0.368707	10.086423	3.044	-9.579	0.482	10.063
10.371	2.813187	-9.423578	0.646434	9.855746	2.990	-9.558	0.555	10.031
10.390	2.691083	-9.466674	0.577003	9.858639	2.923	-9.552	0.554	10.006
10.410	2.585738	-9.868899	0.332794	10.207446	2.803	-9.586	0.481	10.002
10.438	2.889802	-9.576807	0.368707	10.010102	2.745	-9.584	0.481	9.983
10.464	2.973598	-9.294291	0.174777	9.759952	2.785	-9.552	0.363	9.959
10.470	2.470816	-9.627085	0.387861	9.946664	2.730	-9.592	0.316	9.981
10.490	2.138022	-9.730036	0.593762	9.979844	2.618	-9.557	0.381	9.924
10.518	2.640805	-9.411607	0.603339	9.793682	2.556	-9.516	0.440	9.870
10.529	3.021482	-9.485827	0.639252	9.975917	2.568	-9.564	0.556	9.924
10.549	2.779668	-9.624691	0.347159	10.024059	2.645	-9.563	0.546	9.943
10.570	2.643199	-9.653421	0.289698	10.012940	2.771	-9.544	0.470	9.952
10.589	2.820370	-9.497798	0.421380	9.916663	2.816	-9.565	0.424	9.982
10.610	2.923320	-9.488221	0.428562	9.937596	2.792	-9.566	0.372	9.973
10.630	3.047819	-9.418790	0.409408	9.908099	2.859	-9.515	0.387	9.944
10.649	3.071761	-9.277532	0.526724	9.787019	2.966	-9.421	0.447	9.887
10.669	2.736573	-9.327810	0.399832	9.729169	2.945	-9.378	0.441	9.840
10.689	2.614468	-9.931149	0.550666	10.284278	2.868	-9.489	0.472	9.927
10.709	2.758120	-10.108319	0.622492	10.496325	2.795	-9.661	0.525	10.074
10.730	2.573767	-9.710882	0.658405	10.067721	2.671	-9.770	0.558	10.144
10.750	2.863465	-9.552865	0.660800	9.994664	2.702	-9.826	0.623	10.211
10.774	2.774880	-9.500193	0.715866	9.923008	2.743	-9.718	0.664	10.120
10.790	2.655170	-9.610326	0.646434	9.991304	2.717	-9.594	0.670	9.994
10.811	2.454057	-9.722853	0.442927	10.037552	2.687	-9.597	0.617	9.987
10.834	3.026271	-9.406818	0.466869	9.892650	2.728	-9.560	0.568	9.961
10.853	3.145981	-9.445126	0.107739	9.955862	2.820	-9.546	0.416	9.969
10.869	3.703830	-9.303867	0.323217	10.019220	3.083	-9.470	0.335	9.976
10.890	3.210624	-9.775525	0.488417	10.300852	3.272	-9.483	0.347	10.042
10.910	2.590526	-9.473856	0.308852	9.826503	3.163	-9.500	0.307	10.026
10.933	2.564190	-9.342175	0.284910	9.691878	3.017	-9.474	0.351	9.960
10.950	2.535460	-9.576807	0.390255	9.914438	2.725	-9.542	0.368	9.933
10.970	2.655170	-9.545682	0.399832	9.916140	2.586	-9.485	0.346	9.837
10.991	2.944868	-9.485827	0.371101	9.939360	2.675	-9.488	0.362	9.865
11.011	2.868254	-9.732430	0.423774	10.155129	2.751	-9.585	0.396	9.981
11.031	2.492364	-9.854534	0.536301	10.178966	2.740	-9.655	0.433	10.047
11.051	2.063802	-9.801862	0.608127	10.035217	2.592	-9.719	0.485	10.077
11.073	2.475605	-9.473856	0.462081	9.802861	2.475	-9.716	0.508	10.043
11.098	2.652776	-9.550470	0.356736	9.918466	2.421	-9.670	0.491	9.984
11.111	2.437297	-9.631873	0.454898	9.945870	2.407	-9.615	0.470	9.926
11.131	2.296039	-9.698911	0.605733	9.985368	2.465	-9.589	0.470	9.913
11.154	2.612074	-9.682152	0.600945	10.046299	2.500	-9.641	0.505	9.974
11.180	2.877831	-9.579201	0.577003	10.018779	2.556	-9.648	0.560	9.999
11.191	2.461239	-9.722853	0.682347	10.052719	2.562	-9.671	0.617	10.026
11.211	2.506729	-9.782708	0.634463	10.118676	2.614	-9.692	0.624	10.059
11.234	2.803610	-9.562442	0.608127	9.983503	2.662	-9.662	0.625	10.043
11.252	2.707842	-9.583989	0.624887	9.978764	2.620	-9.663	0.637	10.033
11.271	2.413355	-9.725247	0.521936	10.033800	2.608	-9.664	0.597	10.029
11.292	2.624045	-9.533711	0.514753	9.901628	2.637	-9.601	0.567	9.974
11.311	2.557007	-9.512163	0.550666	9.865230	2.576	-9.589	0.553	9.945
11.331	2.482787	-9.727641	0.521936	10.053042	2.519	-9.625	0.527	9.963
11.352	2.767697	-9.619903	0.459687	10.020678	2.608	-9.598	0.512	9.960
11.372	2.885013	-9.409213	0.622492	9.861242	2.673	-9.567	0.539	9.950
11.402	2.523489	-9.538500	0.596156	9.884654	2.665	-9.574	0.550	9.955
11.412	2.288857	-9.749189	0.603339	10.032427	2.616	-9.579	0.570	9.950
11.432	2.597709	-9.655815	0.565032	10.015094	2.574	-9.588	0.597	9.948
11.452	2.743755	-9.512163	0.541090	9.914747	2.538	-9.614	0.576	9.962
11.473	2.640805	-9.552865	0.550666	9.926445	2.568	-9.618	0.565	9.972
11.492	2.542642	-9.507375	0.605733	9.860128	2.631	-9.557	0.566	9.929
11.513	2.535460	-9.603143	0.632069	9.952307	2.616	-9.544	0.582	9.913
11.534	2.647987	-9.579201	0.569820	9.954778	2.592	-9.561	0.590	9.923
11.553	2.621651	-9.483433	0.495600	9.851607	2.587	-9.543	0.576	9.905
11.574	2.619257	-9.617508	0.584185	9.984900	2.606	-9.571	0.570	9.936
11.593	2.659958	-9.639056	0.584185	10.016389	2.637	-9.580	0.558	9.952
11.613	2.712631	-9.662998	0.706290	10.061349	2.653	-9.601	0.593	9.979
11.633	2.760514	-9.718064	0.581791	10.119273	2.688	-9.659	0.614	10.045
11.654	2.734178	-9.706094	0.646434	10.104547	2.717	-9.682	0.630	10.075
11.674	2.657564	-9.607931	0.809240	10.001493	2.716	-9.674	0.686	10.072
11.693	2.564190	-9.564836	0.679953	9.925900	2.679	-9.649	0.679	10.038
11.714	2.817975	-9.416395	0.696713	9.853674	2.693	-9.574	0.708	9.971
11.733	2.971204	-9.572019	0.785298	10.053273	2.753	-9.540	0.743	9.959
11.753	2.908955	-9.799467	0.694318	10.245665	2.816	-9.588	0.714	10.020
11.774	2.636016	-9.631873	0.584185	10.003141	2.834	-9.605	0.690	10.039
11.855	2.837129	-9.648633	0.481235	10.068615	2.838	-9.663	0.636	10.093
11.855	2.975993	-9.531317	0.567426	10.001225	2.840	-9.653	0.582	10.080
11.855	2.880225	-9.473856	0.533907	9.916385	2.832	-9.571	0.542	9.997
11.855	2.901772	-9.560047	0.723049	10.016865	2.899	-9.553	0.576	10.001
11.908	2.937685	-9.533711	0.713472	10.001535	2.924	-9.525	0.634	9.984
11.908	3.129222	-9.531317	0.821211	10.065407	2.962	-9.525	0.698	10.000
